,id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
3619,11508417,Male,59,1,28,0,1-2 Year,Yes,45823,155,193
3620,11508418,Male,23,1,36,1,< 1 Year,No,32800,151,249
3621,11508419,Male,42,1,41,0,1-2 Year,Yes,46988,26,34
3622,11508420,Male,35,1,3,1,1-2 Year,No,2630,152,125
3623,11508421,Female,25,1,30,1,< 1 Year,No,2630,160,257
3624,11508422,Male,30,1,28,0,1-2 Year,Yes,30911,26,182
3625,11508423,Male,34,1,45,0,> 2 Years,Yes,2630,124,281
3626,11508424,Female,32,1,18,0,1-2 Year,Yes,37634,154,130
3627,11508425,Male,37,1,28,0,1-2 Year,Yes,40679,26,16
3628,11508426,Female,51,1,28,1,1-2 Year,No,29684,26,144
3629,11508427,Male,49,1,38,1,1-2 Year,No,2630,26,48
3630,11508428,Male,38,1,48,0,1-2 Year,Yes,2630,15,99
3631,11508429,Male,25,1,6,1,< 1 Year,No,34143,152,165
3632,11508430,Male,27,1,41,1,< 1 Year,No,40320,152,64
3633,11508431,Male,43,1,8,0,> 2 Years,Yes,2630,124,278
3634,11508432,Male,42,1,28,1,1-2 Year,No,38267,111,294
3635,11508433,Male,22,1,8,1,< 1 Year,No,48647,152,93
3636,11508434,Female,23,1,8,1,< 1 Year,No,63314,152,194
3637,11508435,Female,23,1,18,1,< 1 Year,No,27076,152,247
3638,11508436,Male,39,1,30,0,< 1 Year,No,2630,1,197
3639,11508437,Female,26,1,8,1,< 1 Year,No,29861,152,217
3640,11508438,Male,41,1,46,0,> 2 Years,Yes,32949,26,299
3641,11508439,Female,25,1,28,0,< 1 Year,Yes,46798,152,232
3642,11508440,Male,47,1,24,0,1-2 Year,Yes,30368,124,52
3643,11508441,Male,39,1,6,0,1-2 Year,Yes,32938,124,213
3644,11508442,Male,47,1,28,0,1-2 Year,Yes,51745,26,95
3645,11508443,Female,22,1,2,0,< 1 Year,Yes,34290,152,127
3646,11508444,Male,53,1,28,1,1-2 Year,No,48680,26,299
3647,11508445,Female,70,1,10,0,> 2 Years,Yes,20713,26,293
3648,11508446,Female,24,1,11,1,< 1 Year,No,28698,152,101
3649,11508447,Male,28,1,10,1,< 1 Year,No,29480,152,96
3650,11508448,Male,32,1,28,0,1-2 Year,Yes,38597,124,19
3651,11508449,Female,23,1,36,0,< 1 Year,Yes,43801,152,119
3652,11508450,Male,60,1,37,0,1-2 Year,No,2630,26,239
3653,11508451,Male,43,1,47,0,1-2 Year,Yes,43707,26,115
3654,11508452,Female,64,1,3,0,1-2 Year,No,24559,152,257
3655,11508453,Female,51,1,28,0,> 2 Years,Yes,48815,26,135
3656,11508454,Male,21,1,32,0,< 1 Year,Yes,2630,160,106
3657,11508455,Female,22,1,11,1,< 1 Year,No,53824,152,206
3658,11508456,Male,58,1,8,0,1-2 Year,Yes,51915,7,196
3659,11508457,Male,22,1,46,0,< 1 Year,Yes,49499,26,123
3660,11508458,Male,21,1,28,1,< 1 Year,No,58669,152,91
3661,11508459,Male,26,1,18,0,< 1 Year,Yes,28393,152,164
3662,11508460,Female,42,1,28,0,1-2 Year,Yes,43268,26,105
3663,11508461,Male,28,1,18,0,< 1 Year,Yes,2630,152,73
3664,11508462,Male,20,1,15,1,1-2 Year,No,2630,156,131
3665,11508463,Male,48,1,8,0,1-2 Year,Yes,37782,124,162
3666,11508464,Female,24,1,8,1,< 1 Year,No,45609,152,245
3667,11508465,Male,64,1,28,1,1-2 Year,No,51423,26,274
3668,11508466,Female,25,1,15,1,< 1 Year,No,32417,152,180
3669,11508467,Male,66,1,39,0,> 2 Years,Yes,55274,26,52
3670,11508468,Female,50,1,28,1,1-2 Year,No,28307,26,114
3671,11508469,Female,22,1,46,1,< 1 Year,No,31895,152,185
3672,11508470,Male,30,1,28,0,< 1 Year,Yes,23461,124,90
3673,11508471,Male,42,1,50,0,1-2 Year,Yes,35765,124,76
3674,11508472,Female,27,1,28,0,< 1 Year,Yes,49418,122,206
3675,11508473,Female,24,1,11,1,< 1 Year,No,55721,152,223
3676,11508474,Male,43,1,15,1,1-2 Year,No,2630,14,272
3677,11508475,Female,51,1,28,0,> 2 Years,Yes,53335,52,105
3678,11508476,Male,43,1,8,0,1-2 Year,Yes,36104,124,284
3679,11508477,Male,24,1,50,1,< 1 Year,No,47426,152,215
3680,11508478,Female,53,1,20,1,1-2 Year,No,2630,122,84
3681,11508479,Male,51,1,28,1,1-2 Year,No,71487,26,117
3682,11508480,Male,23,1,28,0,< 1 Year,Yes,23757,160,78
3683,11508481,Female,31,1,28,0,1-2 Year,Yes,25461,124,46
3684,11508482,Male,54,1,35,0,1-2 Year,Yes,36756,26,57
3685,11508483,Female,22,1,15,1,< 1 Year,No,29317,152,107
3686,11508484,Male,33,1,16,0,< 1 Year,Yes,2630,152,50
3687,11508485,Female,55,1,28,0,> 2 Years,Yes,27273,124,197
3688,11508486,Male,57,1,8,0,> 2 Years,Yes,36100,124,203
3689,11508487,Female,61,1,28,0,1-2 Year,Yes,46821,26,194
3690,11508488,Female,31,1,28,0,< 1 Year,Yes,43797,124,84
3691,11508489,Male,27,1,27,1,< 1 Year,No,2630,160,126
3692,11508490,Male,38,1,2,0,1-2 Year,Yes,33233,124,186
3693,11508491,Female,47,1,8,0,1-2 Year,Yes,37881,26,194
3694,11508492,Male,56,1,39,1,1-2 Year,No,2630,26,142
3695,11508493,Female,42,1,46,0,1-2 Year,Yes,24351,124,193
3696,11508494,Female,23,1,30,1,< 1 Year,No,24531,152,272
3697,11508495,Female,31,1,46,1,1-2 Year,No,2630,124,290
3698,11508496,Male,57,1,28,1,1-2 Year,No,52700,26,201
3699,11508497,Male,26,1,11,1,< 1 Year,No,55721,152,54
3700,11508498,Female,23,1,36,1,< 1 Year,No,32192,152,83
3701,11508499,Female,24,1,30,0,< 1 Year,Yes,25024,152,83
3702,11508500,Female,22,1,2,1,< 1 Year,No,29501,152,201
3703,11508501,Female,25,1,41,1,< 1 Year,No,26226,152,247
3704,11508502,Female,43,1,12,0,1-2 Year,Yes,25014,157,263
3705,11508503,Female,25,1,10,1,< 1 Year,No,31974,152,106
3706,11508504,Male,44,1,28,1,1-2 Year,Yes,61577,122,146
3707,11508505,Female,45,1,28,1,1-2 Year,No,41821,154,221
3708,11508506,Female,22,1,6,1,< 1 Year,No,20229,152,282
3709,11508507,Female,61,1,46,0,1-2 Year,Yes,26720,124,240
3710,11508508,Male,25,1,6,1,< 1 Year,No,29556,152,106
3711,11508509,Female,57,1,11,1,1-2 Year,No,2630,120,41
3712,11508510,Female,24,1,46,1,< 1 Year,No,38679,152,189
3713,11508511,Female,27,1,5,1,< 1 Year,Yes,39014,26,282
3714,11508512,Female,24,1,28,1,< 1 Year,No,50571,152,197
3715,11508513,Female,35,1,21,1,1-2 Year,No,28371,154,218
3716,11508514,Female,44,1,28,0,1-2 Year,Yes,35770,26,189
3717,11508515,Male,31,1,4,1,< 1 Year,No,29946,152,262
3718,11508516,Female,26,1,6,0,< 1 Year,No,21723,152,224
3719,11508517,Male,44,1,33,0,1-2 Year,Yes,25296,124,133
3720,11508518,Male,54,1,28,0,1-2 Year,Yes,2630,124,181
3721,11508519,Male,24,1,18,1,< 1 Year,No,34015,152,287
3722,11508520,Female,24,1,11,1,< 1 Year,No,20429,152,103
3723,11508521,Male,38,1,23,0,1-2 Year,No,2630,156,151
3724,11508522,Male,23,1,8,1,< 1 Year,No,25894,152,174
3725,11508523,Male,22,1,45,1,< 1 Year,No,29803,152,158
3726,11508524,Female,23,1,12,0,< 1 Year,Yes,37602,26,101
3727,11508525,Male,76,1,48,1,1-2 Year,No,2630,154,282
3728,11508526,Male,25,1,29,0,< 1 Year,Yes,2630,156,88
3729,11508527,Male,75,1,20,1,1-2 Year,No,2630,124,154
3730,11508528,Female,26,1,50,1,< 1 Year,No,32121,152,24
3731,11508529,Male,20,1,8,0,< 1 Year,Yes,53683,160,297
3732,11508530,Female,30,1,32,0,< 1 Year,No,2630,160,150
3733,11508531,Female,69,1,28,1,1-2 Year,No,38759,124,165
3734,11508532,Male,48,1,43,0,1-2 Year,Yes,33744,26,159
3735,11508533,Female,25,1,11,0,< 1 Year,Yes,45655,124,242
3736,11508534,Male,21,1,13,1,< 1 Year,No,38242,152,62
3737,11508535,Female,25,1,6,0,< 1 Year,No,28115,152,221
3738,11508536,Male,68,1,28,0,1-2 Year,Yes,50771,26,211
3739,11508537,Male,68,1,28,1,1-2 Year,No,61475,124,29
3740,11508538,Male,24,1,47,1,< 1 Year,No,34641,152,282
3741,11508539,Female,69,1,28,1,1-2 Year,No,38199,26,109
3742,11508540,Male,54,1,33,0,1-2 Year,Yes,2630,163,150
3743,11508541,Male,64,1,46,1,1-2 Year,No,47991,26,232
3744,11508542,Male,24,1,8,1,< 1 Year,No,28017,152,156
3745,11508543,Male,24,1,50,0,< 1 Year,No,31726,152,132
3746,11508544,Male,25,1,15,1,< 1 Year,No,31401,152,193
3747,11508545,Male,45,1,8,0,1-2 Year,Yes,37697,26,289
3748,11508546,Female,24,1,7,1,< 1 Year,No,39717,152,15
3749,11508547,Female,29,1,8,1,< 1 Year,No,38911,152,248
3750,11508548,Female,23,1,35,1,< 1 Year,No,29889,152,147
3751,11508549,Female,24,1,8,0,< 1 Year,Yes,35808,152,63
3752,11508550,Male,40,1,8,1,1-2 Year,No,29248,124,73
3753,11508551,Female,24,1,30,1,< 1 Year,No,23792,152,226
3754,11508552,Female,23,1,34,0,< 1 Year,Yes,32836,154,37
3755,11508553,Female,30,1,35,0,< 1 Year,Yes,31435,26,242
3756,11508554,Male,41,1,39,1,1-2 Year,No,2630,124,274
3757,11508555,Male,52,1,28,0,> 2 Years,Yes,54236,122,122
3758,11508556,Male,26,1,39,0,< 1 Year,Yes,28368,152,145
3759,11508557,Male,50,1,28,0,> 2 Years,Yes,50285,124,208
3760,11508558,Female,27,1,8,1,< 1 Year,No,43739,152,105
3761,11508559,Female,39,1,28,0,1-2 Year,No,37512,124,229
3762,11508560,Female,30,1,27,0,< 1 Year,Yes,2630,160,169
3763,11508561,Male,43,1,28,0,1-2 Year,Yes,50925,124,195
3764,11508562,Female,68,1,11,1,1-2 Year,No,26323,120,174
3765,11508563,Male,64,1,14,0,1-2 Year,Yes,25652,124,78
3766,11508564,Female,24,1,30,1,< 1 Year,No,31484,152,56
3767,11508565,Female,24,1,8,0,< 1 Year,Yes,34605,152,254
3768,11508566,Male,46,1,28,0,1-2 Year,Yes,43463,124,141
3769,11508567,Female,23,1,21,1,< 1 Year,No,24467,152,195
3770,11508568,Male,23,1,8,1,< 1 Year,No,41782,152,293
3771,11508569,Female,26,1,41,1,< 1 Year,No,2630,152,225
3772,11508570,Female,51,1,28,0,1-2 Year,Yes,45601,26,124
3773,11508571,Male,67,1,28,0,1-2 Year,Yes,30906,122,103
3774,11508572,Male,49,1,20,0,1-2 Year,Yes,2630,124,132
3775,11508573,Female,26,1,16,1,< 1 Year,No,37603,152,96
3776,11508574,Female,21,1,46,1,< 1 Year,No,31210,152,201
3777,11508575,Female,60,1,28,0,1-2 Year,Yes,50948,55,256
3778,11508576,Male,41,1,28,0,1-2 Year,Yes,37105,124,122
3779,11508577,Female,44,1,28,0,1-2 Year,Yes,45445,26,215
3780,11508578,Male,46,1,47,1,1-2 Year,No,2630,29,174
3781,11508579,Female,24,1,36,1,< 1 Year,No,32867,152,40
3782,11508580,Female,26,1,50,1,< 1 Year,No,31617,152,225
3783,11508581,Female,25,1,26,1,< 1 Year,No,34332,152,80
3784,11508582,Female,29,1,26,0,< 1 Year,Yes,23227,152,22
3785,11508583,Female,31,1,30,1,< 1 Year,No,2630,152,152
3786,11508584,Male,71,1,3,1,1-2 Year,No,2630,26,76
3787,11508585,Female,51,1,28,1,1-2 Year,No,25221,124,238
3788,11508586,Female,59,1,14,0,1-2 Year,Yes,38223,124,291
3789,11508587,Female,28,1,37,1,< 1 Year,No,25380,152,91
3790,11508588,Male,54,1,18,0,1-2 Year,Yes,2630,4,249
3791,11508589,Male,38,1,28,0,1-2 Year,Yes,38509,124,86
3792,11508590,Male,43,1,15,1,1-2 Year,No,2630,116,124
3793,11508591,Female,39,1,28,0,1-2 Year,Yes,47378,124,199
3794,11508592,Male,22,1,28,0,< 1 Year,Yes,44951,152,256
3795,11508593,Male,39,1,39,0,> 2 Years,Yes,2630,157,264
3796,11508594,Female,23,1,46,1,< 1 Year,No,30559,160,133
3797,11508595,Female,47,1,15,1,1-2 Year,No,32476,124,108
3798,11508596,Male,45,1,39,0,1-2 Year,Yes,39134,127,64
3799,11508597,Male,40,1,44,0,1-2 Year,Yes,30839,152,231
3800,11508598,Male,42,1,28,1,1-2 Year,No,28226,124,12
3801,11508599,Male,23,1,46,1,< 1 Year,No,30165,152,257
3802,11508600,Female,25,1,15,1,< 1 Year,No,29093,152,182
3803,11508601,Female,31,1,35,1,< 1 Year,No,30190,160,259
3804,11508602,Male,39,1,37,0,1-2 Year,Yes,2630,124,281
3805,11508603,Female,24,1,49,0,< 1 Year,Yes,2630,151,268
3806,11508604,Male,26,1,28,1,< 1 Year,No,32152,152,192
3807,11508605,Female,24,1,15,1,< 1 Year,No,20863,152,53
3808,11508606,Female,44,1,28,0,1-2 Year,Yes,30263,122,100
3809,11508607,Male,38,1,43,0,1-2 Year,Yes,30309,26,242
3810,11508608,Female,66,1,33,1,1-2 Year,Yes,28605,124,16
3811,11508609,Male,54,1,28,0,1-2 Year,Yes,55908,26,135
3812,11508610,Male,55,1,35,0,1-2 Year,No,27561,26,222
3813,11508611,Male,62,1,46,1,1-2 Year,No,25652,152,77
3814,11508612,Male,40,1,28,0,1-2 Year,Yes,35149,124,160
3815,11508613,Male,56,1,48,0,1-2 Year,Yes,2630,26,118
3816,11508614,Female,23,1,15,0,< 1 Year,Yes,32693,152,110
3817,11508615,Male,27,1,41,1,< 1 Year,No,33409,152,199
3818,11508616,Female,27,1,33,1,< 1 Year,No,36074,152,160
3819,11508617,Female,29,1,8,1,< 1 Year,No,64519,152,241
3820,11508618,Male,40,1,28,0,1-2 Year,Yes,30463,26,166
3821,11508619,Male,52,1,31,0,1-2 Year,No,2630,152,251
3822,11508620,Female,35,1,36,0,1-2 Year,No,2630,152,164
3823,11508621,Male,47,1,3,0,1-2 Year,Yes,37603,26,158
3824,11508622,Male,40,1,28,0,1-2 Year,Yes,28343,124,145
3825,11508623,Female,22,1,11,1,< 1 Year,No,51863,152,36
3826,11508624,Female,26,1,0,0,< 1 Year,Yes,2630,152,229
3827,11508625,Male,25,1,2,0,< 1 Year,No,31373,152,82
3828,11508626,Male,57,1,18,0,> 2 Years,Yes,39458,26,199
3829,11508627,Female,24,1,32,1,< 1 Year,No,38218,152,175
3830,11508628,Male,35,1,50,0,1-2 Year,Yes,2630,156,155
3831,11508629,Female,35,1,28,0,1-2 Year,Yes,29676,26,128
3832,11508630,Male,34,1,20,0,1-2 Year,Yes,2630,26,135
3833,11508631,Female,36,1,41,0,1-2 Year,Yes,32477,154,93
3834,11508632,Male,21,1,30,1,< 1 Year,No,30105,152,126
3835,11508633,Male,26,1,6,1,< 1 Year,No,28963,152,102
3836,11508634,Female,41,1,45,0,1-2 Year,Yes,27499,26,92
3837,11508635,Male,53,1,8,0,1-2 Year,Yes,47183,122,82
3838,11508636,Male,22,1,46,1,< 1 Year,No,23892,152,47
3839,11508637,Female,22,1,8,1,< 1 Year,No,47899,152,292
3840,11508638,Male,50,1,8,0,1-2 Year,Yes,2630,26,63
3841,11508639,Male,30,1,18,1,< 1 Year,No,2630,152,283
3842,11508640,Male,62,1,28,1,1-2 Year,Yes,48389,26,24
3843,11508641,Male,32,1,10,1,< 1 Year,No,2630,152,148
3844,11508642,Female,24,1,37,1,< 1 Year,No,28703,152,155
3845,11508643,Male,30,1,32,1,< 1 Year,No,2630,160,146
3846,11508644,Male,27,1,18,1,< 1 Year,No,28781,152,298
3847,11508645,Male,25,1,21,1,< 1 Year,No,27467,152,192
3848,11508646,Female,22,1,33,1,< 1 Year,No,51581,152,299
3849,11508647,Female,23,1,27,0,< 1 Year,Yes,31621,152,99
3850,11508648,Female,33,1,8,1,< 1 Year,No,29573,152,129
3851,11508649,Male,45,1,29,0,1-2 Year,Yes,35893,26,25
3852,11508650,Female,27,1,3,1,< 1 Year,No,23671,152,135
3853,11508651,Male,57,1,28,0,1-2 Year,Yes,40395,26,298
3854,11508652,Female,22,1,45,1,< 1 Year,No,24338,152,197
3855,11508653,Male,42,1,31,1,1-2 Year,No,2630,124,265
3856,11508654,Male,64,1,28,0,> 2 Years,Yes,55129,26,132
3857,11508655,Male,57,1,28,0,1-2 Year,Yes,48581,26,153
3858,11508656,Male,25,1,45,1,< 1 Year,No,29164,152,273
3859,11508657,Female,20,1,44,0,< 1 Year,Yes,34516,160,68
3860,11508658,Male,49,1,35,1,1-2 Year,No,28939,152,211
3861,11508659,Female,21,1,30,1,< 1 Year,No,25362,160,212
3862,11508660,Male,32,1,13,0,< 1 Year,Yes,38582,124,242
3863,11508661,Male,24,1,8,1,< 1 Year,No,38367,152,231
3864,11508662,Female,49,1,28,0,1-2 Year,Yes,29457,7,11
3865,11508663,Female,62,1,28,1,1-2 Year,No,55198,26,13
3866,11508664,Female,22,1,24,0,< 1 Year,Yes,28312,152,39
3867,11508665,Female,23,1,29,1,1-2 Year,No,26948,156,131
3868,11508666,Male,26,1,36,1,< 1 Year,No,32993,152,129
3869,11508667,Male,24,1,17,0,< 1 Year,Yes,47882,152,268
3870,11508668,Male,41,1,28,0,1-2 Year,Yes,72652,26,202
3871,11508669,Male,55,1,48,0,1-2 Year,Yes,2630,124,267
3872,11508670,Female,49,1,28,0,1-2 Year,Yes,48741,26,263
3873,11508671,Male,37,1,50,0,1-2 Year,Yes,33817,154,128
3874,11508672,Male,20,1,36,0,< 1 Year,No,35135,160,137
3875,11508673,Male,22,1,46,0,< 1 Year,Yes,29470,152,131
3876,11508674,Female,44,1,30,0,1-2 Year,Yes,2630,156,11
3877,11508675,Male,22,1,29,1,< 1 Year,No,33417,152,190
3878,11508676,Female,38,1,28,1,1-2 Year,No,33437,124,31
3879,11508677,Male,44,1,28,1,1-2 Year,No,35436,26,230
3880,11508678,Male,61,1,31,0,> 2 Years,Yes,2630,124,85
3881,11508679,Female,40,1,28,0,1-2 Year,Yes,27273,124,55
3882,11508680,Female,25,1,3,1,< 1 Year,No,2630,152,247
3883,11508681,Male,22,1,2,0,< 1 Year,Yes,30390,160,299
3884,11508682,Male,53,1,28,0,1-2 Year,Yes,51748,26,67
3885,11508683,Male,24,1,8,1,< 1 Year,No,48837,152,198
3886,11508684,Male,40,1,28,0,1-2 Year,Yes,40956,124,126
3887,11508685,Female,55,1,8,0,1-2 Year,Yes,45140,124,215
3888,11508686,Male,29,1,28,0,< 1 Year,No,2630,122,77
3889,11508687,Female,24,1,15,0,< 1 Year,Yes,46712,152,220
3890,11508688,Female,21,1,28,1,< 1 Year,No,44195,153,186
3891,11508689,Female,25,1,28,1,< 1 Year,No,48255,152,292
3892,11508690,Female,23,1,50,1,< 1 Year,No,49684,152,64
3893,11508691,Male,24,1,15,1,< 1 Year,No,29333,152,189
3894,11508692,Female,25,1,8,1,< 1 Year,No,36321,26,161
3895,11508693,Male,56,1,28,0,1-2 Year,Yes,40331,157,189
3896,11508694,Male,69,1,15,0,1-2 Year,No,29335,26,111
3897,11508695,Male,23,1,30,1,< 1 Year,No,23462,152,147
3898,11508696,Male,51,1,46,0,1-2 Year,Yes,30700,26,226
3899,11508697,Male,25,1,28,0,< 1 Year,Yes,2630,160,113
3900,11508698,Male,42,1,28,0,> 2 Years,Yes,33425,122,203
3901,11508699,Male,24,1,41,0,< 1 Year,Yes,2630,152,217
3902,11508700,Female,43,1,28,0,1-2 Year,Yes,38372,26,196
3903,11508701,Female,42,1,28,0,1-2 Year,Yes,44480,125,192
3904,11508702,Male,27,1,50,0,< 1 Year,Yes,25457,152,11
3905,11508703,Male,69,1,28,0,1-2 Year,Yes,47909,26,269
3906,11508704,Female,43,1,28,1,1-2 Year,No,41718,122,267
3907,11508705,Female,45,1,28,0,1-2 Year,Yes,30105,124,101
3908,11508706,Male,24,1,8,1,< 1 Year,No,35423,160,215
3909,11508707,Female,22,1,37,0,< 1 Year,Yes,29190,160,116
3910,11508708,Female,22,1,3,1,< 1 Year,No,56662,152,159
3911,11508709,Male,51,1,8,0,1-2 Year,Yes,31685,26,149
3912,11508710,Female,34,1,8,0,1-2 Year,Yes,2630,26,269
3913,11508711,Male,40,1,21,1,1-2 Year,No,28393,124,53
3914,11508712,Female,40,1,28,1,1-2 Year,No,27190,26,37
3915,11508713,Male,25,1,15,1,< 1 Year,No,29290,152,147
3916,11508714,Female,42,1,11,0,1-2 Year,Yes,2630,124,89
3917,11508715,Male,37,1,48,0,> 2 Years,Yes,2630,157,180
3918,11508716,Male,26,1,11,1,< 1 Year,No,31443,152,191
3919,11508717,Male,46,1,28,0,1-2 Year,Yes,47496,124,101
3920,11508718,Female,22,1,47,1,< 1 Year,No,23687,152,158
3921,11508719,Male,26,1,37,1,< 1 Year,No,2630,152,61
3922,11508720,Male,23,1,30,1,< 1 Year,No,49111,152,215
3923,11508721,Female,23,1,25,0,< 1 Year,Yes,29495,152,80
3924,11508722,Female,42,1,17,0,1-2 Year,Yes,26730,157,31
3925,11508723,Female,20,1,25,0,< 1 Year,No,47506,160,87
3926,11508724,Female,38,1,8,1,1-2 Year,No,2630,157,185
3927,11508725,Female,26,1,3,1,< 1 Year,No,29881,152,213
3928,11508726,Female,42,1,36,1,1-2 Year,No,2630,152,226
3929,11508727,Female,29,1,36,1,< 1 Year,No,28017,152,245
3930,11508728,Male,22,1,47,0,< 1 Year,Yes,32563,26,95
3931,11508729,Female,70,1,11,1,1-2 Year,No,31565,26,208
3932,11508730,Female,26,1,44,1,< 1 Year,No,32244,152,215
3933,11508731,Female,55,1,8,0,1-2 Year,Yes,2630,124,109
3934,11508732,Male,43,1,39,1,1-2 Year,No,2630,122,98
3935,11508733,Female,25,1,2,0,< 1 Year,No,23197,152,297
3936,11508734,Female,58,1,28,0,1-2 Year,Yes,42950,26,249
3937,11508735,Female,37,1,28,0,1-2 Year,Yes,31862,124,126
3938,11508736,Male,23,1,41,1,< 1 Year,No,20953,152,173
3939,11508737,Female,30,1,28,1,< 1 Year,No,59897,152,292
3940,11508738,Male,27,1,30,0,< 1 Year,No,32512,152,151
3941,11508739,Female,35,1,47,0,1-2 Year,Yes,23270,124,84
3942,11508740,Male,27,1,49,1,< 1 Year,No,2630,160,125
3943,11508741,Male,32,1,29,0,< 1 Year,Yes,46631,154,16
3944,11508742,Male,25,1,19,1,< 1 Year,No,24748,152,78
3945,11508743,Male,39,1,28,1,1-2 Year,No,39794,26,29
3946,11508744,Female,31,1,41,1,1-2 Year,No,2630,124,187
3947,11508745,Female,35,1,0,1,1-2 Year,No,2630,151,207
3948,11508746,Female,23,1,46,1,< 1 Year,No,27242,160,246
3949,11508747,Male,44,1,9,0,1-2 Year,Yes,27321,124,253
3950,11508748,Female,25,1,11,1,< 1 Year,No,27267,152,110
3951,11508749,Male,42,1,28,1,1-2 Year,No,36235,26,157
3952,11508750,Male,40,1,23,1,1-2 Year,No,2630,124,263
3953,11508751,Female,23,1,47,0,< 1 Year,Yes,27775,152,233
3954,11508752,Female,28,1,28,1,< 1 Year,No,45434,26,70
3955,11508753,Male,33,1,28,0,1-2 Year,Yes,50827,29,77
3956,11508754,Male,22,1,50,1,< 1 Year,No,31462,152,260
3957,11508755,Female,44,1,33,0,1-2 Year,Yes,43942,163,159
3958,11508756,Male,37,1,29,0,1-2 Year,Yes,26782,124,194
3959,11508757,Female,44,1,45,0,1-2 Year,Yes,2630,26,84
3960,11508758,Male,28,1,22,0,1-2 Year,Yes,30894,155,140
3961,11508759,Female,25,1,21,1,< 1 Year,No,29257,152,147
3962,11508760,Female,27,1,46,1,< 1 Year,No,25962,152,68
3963,11508761,Male,30,1,11,1,< 1 Year,No,38012,152,278
3964,11508762,Male,32,1,15,1,< 1 Year,No,34048,152,248
3965,11508763,Male,20,1,46,1,< 1 Year,No,39553,160,94
3966,11508764,Female,45,1,28,1,1-2 Year,No,40669,26,289
3967,11508765,Female,22,1,30,1,< 1 Year,No,24351,152,134
3968,11508766,Male,24,1,45,1,< 1 Year,No,30969,152,248
3969,11508767,Male,23,1,29,1,< 1 Year,No,28997,152,187
3970,11508768,Male,73,1,28,1,1-2 Year,No,34011,26,92
3971,11508769,Female,31,1,36,1,< 1 Year,No,30855,152,92
3972,11508770,Male,31,1,36,0,< 1 Year,Yes,2630,154,186
3973,11508771,Female,47,1,37,0,1-2 Year,Yes,35814,26,39
3974,11508772,Female,52,1,50,0,1-2 Year,Yes,48424,26,67
3975,11508773,Female,44,1,28,1,1-2 Year,No,31007,52,107
3976,11508774,Male,44,1,28,0,1-2 Year,Yes,29755,124,91
3977,11508775,Female,21,1,46,1,< 1 Year,No,27346,160,222
3978,11508776,Female,30,1,33,1,1-2 Year,No,35774,124,263
3979,11508777,Male,49,1,26,0,1-2 Year,Yes,39978,124,297
3980,11508778,Male,41,1,10,0,1-2 Year,Yes,2630,156,243
3981,11508779,Male,53,1,28,1,1-2 Year,No,27212,60,122
3982,11508780,Female,51,1,28,0,1-2 Year,Yes,43768,26,242
3983,11508781,Male,49,1,28,0,> 2 Years,Yes,42464,26,175
3984,11508782,Male,62,1,0,1,1-2 Year,No,2630,7,267
3985,11508783,Male,24,1,8,0,< 1 Year,Yes,48859,152,194
3986,11508784,Male,52,1,20,1,1-2 Year,Yes,2630,156,262
3987,11508785,Male,44,1,46,1,1-2 Year,No,33520,11,198
3988,11508786,Male,56,1,28,0,1-2 Year,Yes,29751,26,207
3989,11508787,Male,50,1,6,1,1-2 Year,No,2630,26,49
3990,11508788,Female,24,1,37,0,< 1 Year,Yes,26359,152,203
3991,11508789,Female,22,1,45,1,< 1 Year,No,20990,160,200
3992,11508790,Female,49,1,39,1,1-2 Year,No,2630,122,120
3993,11508791,Male,45,1,45,0,1-2 Year,Yes,35147,124,236
3994,11508792,Female,28,1,28,1,< 1 Year,No,49514,152,204
3995,11508793,Male,43,1,8,0,1-2 Year,Yes,41438,124,251
3996,11508794,Female,23,1,30,1,< 1 Year,No,28828,152,173
3997,11508795,Male,35,1,31,0,1-2 Year,Yes,2630,124,207
3998,11508796,Male,34,1,30,1,1-2 Year,No,2630,124,297
3999,11508797,Female,25,1,9,1,< 1 Year,No,47133,152,226
4000,11508798,Male,30,1,47,0,< 1 Year,Yes,28367,152,202
4001,11508799,Female,45,1,28,0,> 2 Years,Yes,30261,122,191
4002,11508800,Female,27,1,28,1,< 1 Year,No,27578,152,248
4003,11508801,Male,25,1,29,1,< 1 Year,No,2630,152,18
4004,11508802,Female,23,1,22,0,< 1 Year,Yes,31592,152,125
4005,11508803,Female,24,1,8,1,< 1 Year,No,56826,152,222
4006,11508804,Male,21,1,30,0,< 1 Year,Yes,27989,160,49
4007,11508805,Male,47,1,12,1,1-2 Year,No,31386,124,238
4008,11508806,Male,49,1,4,1,1-2 Year,No,34149,124,103
4009,11508807,Female,26,1,8,1,< 1 Year,No,28984,152,258
4010,11508808,Male,62,1,3,0,1-2 Year,Yes,54839,160,101
4011,11508809,Male,49,1,33,0,1-2 Year,Yes,2630,156,185
4012,11508810,Male,67,1,28,0,1-2 Year,Yes,52216,122,252
4013,11508811,Male,22,1,28,0,< 1 Year,Yes,44394,122,102
4014,11508812,Female,22,1,8,1,< 1 Year,No,35753,160,173
4015,11508813,Female,61,1,41,0,1-2 Year,Yes,2630,156,152
4016,11508814,Female,60,1,33,0,1-2 Year,Yes,39885,122,249
